C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 63 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 69 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 78 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 90 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 96 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:105 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:117 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:123 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:132 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:144 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:150 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:159 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:171 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:177 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:186 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:198 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:204 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:213 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:225 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:231 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:240 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:252 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:258 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:267 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:279 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:285 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:294 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:306 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:312 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:321 SL:15
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:333 SL:15
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:339 SL:15
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:  7 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 19 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 25 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 34 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 46 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 52 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 61 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 73 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 79 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 88 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:100 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:106 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:115 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:127 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:133 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:142 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:154 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:160 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:169 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:181 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:187 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:196 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:208 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:214 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:223 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:235 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:241 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:250 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:262 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:268 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:277 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:289 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:295 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:304 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:316 SL:16
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:322 SL:16
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:331 SL:16
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:  2 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:  8 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 17 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 29 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 35 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 44 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 56 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 62 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 71 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 83 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 89 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 98 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:110 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:116 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:125 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:137 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:143 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:152 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:164 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:170 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:179 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:191 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:197 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:206 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:218 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:224 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:233 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:245 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:251 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:260 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:272 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:278 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:287 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:299 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:305 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:314 SL:17
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:326 SL:17
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:332 SL:17
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:  0 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 12 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 18 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 27 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 39 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 45 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 54 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 66 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 72 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 81 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 93 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 99 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:108 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:120 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:126 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:135 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:147 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:153 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:162 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:174 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:180 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:189 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:201 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:207 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:216 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:228 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:234 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:243 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:255 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:261 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:270 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:282 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:288 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:297 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:309 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:315 SL:18
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:324 SL:18
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:336 SL:18
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:  1 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 10 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 22 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 28 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 37 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 49 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 55 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 64 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 76 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 82 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 91 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:103 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:109 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:118 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:130 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:136 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:145 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:157 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:163 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:172 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:184 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:190 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:199 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:211 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:217 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:226 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:238 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:244 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:253 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:265 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:271 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:280 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:292 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:298 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:307 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:319 SL:19
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:325 SL:19
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:334 SL:19
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:  5 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 11 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 20 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 32 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 38 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 47 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 59 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 65 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 74 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 86 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 92 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:101 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:113 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:119 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:128 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:140 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:146 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:155 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:167 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:173 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:182 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:194 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:200 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:209 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:221 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:227 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:236 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:248 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:254 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:263 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:275 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:281 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:290 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:302 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:308 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:317 SL:20
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:329 SL:20
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:335 SL:20
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:  3 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 15 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 21 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 30 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 42 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 48 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 57 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 69 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC: 75 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC: 84 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC: 96 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:102 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:111 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:123 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:129 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:138 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:150 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:156 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:165 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:177 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:183 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:192 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:204 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:210 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:219 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:231 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:237 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:246 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:258 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:264 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:273 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:285 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:291 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:300 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:312 SL:21
C7AD  F0 F9     BEQ $C7A8                       A:00 X:FF Y:00 P:26 SP:FF CYC:318 SL:21
C7A8  AD 02 20  LDA $2002 = FF                  A:00 X:FF Y:00 P:26 SP:FF CYC:327 SL:21
C7AB  29 80     AND #$80                        A:10 X:FF Y:00 P:24 SP:FF CYC:339 SL:21
